unix	долото
1700063382	3615.40
1700063384	3615.33
1700063386	3615.27
1700063388	3615.21
1700063390	3615.15
1700063392	3615.09
1700063394	3615.02
1700063396	3614.96
1700063398	3614.90
1700063400	3614.84
1700063402	3614.78
1700063404	3614.71
1700063406	3614.65
1700063408	3614.59
1700063410	3614.53
1700063412	3614.47
1700063414	3614.40
1700063416	3614.34
1700063418	3614.28
1700063420	3614.22
1700063422	3614.15
1700063424	3614.09
1700063426	3614.03
1700063428	3613.97
1700063430	3613.91
1700063432	3613.85
1700063434	3613.78
1700063436	3613.72
1700063438	3613.66
1700063440	3613.60
1700063442	3613.53
1700063444	3613.47
1700063446	3613.41
1700063448	3613.35
1700063450	3613.28
1700063452	3613.22
1700063454	3613.16
1700063456	3613.10
1700063458	3613.05
1700063460	3613.02
1700063462	3613.00
1700063464	3613.00
1700063466	3613.00
1700063468	3613.00
1700063470	3613.03
1700063472	3613.09
1700063474	3613.28
1700063476	3613.28
1700063478	3613.28
1700063480	3613.28
1700063482	3613.28
1700063484	3613.28
1700063486	3613.28
1700063488	3613.28
1700063490	3613.28
1700063492	3613.28
1700063494	3613.28
1700063496	3613.28
1700063498	3613.28
1700063500	3613.28
1700063502	3613.28
1700063504	3613.28
1700063506	3613.28
1700063508	3613.28
1700063510	3613.28
1700063512	3613.28
1700063514	3613.28
1700063516	3613.28
1700063518	3613.28
1700063520	3613.28
1700063522	3613.28
1700063524	3613.28
1700063526	3613.28
1700063528	3613.28
1700063530	3613.28
1700063532	3613.28
1700063534	3613.28
1700063536	3613.28
1700063538	3613.28
1700063540	3613.28
1700063542	3613.28
1700063544	3613.28
1700063546	3613.28
1700063548	3613.28
1700063550	3613.28
1700063552	3613.28
1700063554	3613.28
1700063556	3613.28
