45080.5001	3701.437
45080.5002	3701.437
45080.5003	3701.437
45080.5005	3701.437
45080.5006	3701.437
45080.5007	3701.437
45080.5008	3701.437
45080.5009	3701.437
45080.5010	3701.437
45080.5012	3701.437
45080.5013	3701.437
45080.5014	3701.437
45080.5015	3701.437
45080.5016	3701.437
45080.5017	3701.437
45080.5019	3701.437
45080.5020	3701.437
45080.5021	3701.437
45080.5022	3701.437
45080.5023	3701.437
45080.5024	3701.437
45080.5025	3701.437
45080.5027	3701.437
45080.5028	3701.437
45080.5029	3701.437
45080.5030	3701.437
45080.5031	3701.437
45080.5032	3701.437
45080.5034	3701.437
45080.5035	3701.437
45080.5036	3701.437
45080.5037	3701.437
45080.5038	3701.437
45080.5039	3701.437
45080.5041	3701.437
45080.5042	3701.437
45080.5043	3701.437
45080.5044	3701.437
45080.5045	3701.437
45080.5046	3701.437
45080.5047	3701.437
45080.5049	3701.437
45080.5050	3701.437
45080.5051	3701.437
45080.5052	3701.437
45080.5053	3701.437
45080.5054	3701.437
45080.5056	3701.437
45080.5057	3701.437
45080.5058	3701.437
45080.5059	3701.437
45080.5060	3701.437
45080.5061	3701.437
45080.5063	3701.437
45080.5064	3701.437
45080.5065	3701.437
45080.5066	3701.437
45080.5067	3701.437
45080.5068	3701.437
45080.5069	3701.437
45080.5071	3701.437
45080.5072	3701.437
45080.5073	3701.437
45080.5074	3701.437
45080.5075	3701.437
45080.5076	3701.437
45080.5078	3701.437
45080.5079	3701.437
45080.5080	3701.437
45080.5081	3701.437
45080.5082	3701.437
45080.5083	3701.437
45080.5085	3701.437
45080.5086	3701.437
45080.5087	3701.437
45080.5088	3701.437
45080.5089	3701.437
45080.5090	3701.437
45080.5091	3701.437
45080.5093	3701.547
45080.5094	3701.876
45080.5095	3702.270
45080.5096	3702.663
45080.5097	3703.048
45080.5098	3703.441
45080.5100	3703.834
45080.5101	3704.411
45080.5102	3705.005
45080.5103	3705.609
45080.5104	3706.195
45080.5105	3706.780
45080.5106	3707.375
45080.5108	3707.970
45080.5109	3708.555
45080.5110	3709.150
45080.5111	3709.745
45080.5112	3710.367
45080.5113	3710.989
45080.5115	3711.611
45080.5116	3712.233
45080.5117	3712.828
45080.5118	3713.459
45080.5119	3714.091
45080.5120	3714.685
45080.5122	3715.307
45080.5123	3715.948
45080.5124	3716.533
45080.5125	3717.110
45080.5126	3717.284
45080.5127	3717.558
45080.5128	3717.906
45080.5130	3718.034
45080.5131	3718.034
45080.5132	3718.034
45080.5133	3718.034
45080.5134	3718.034
45080.5135	3718.034
45080.5137	3718.034
45080.5138	3718.034
45080.5139	3718.052
45080.5140	3718.327
45080.5141	3718.601
45080.5142	3718.876
45080.5144	3719.150
45080.5145	3719.425
45080.5146	3719.699
45080.5147	3719.973
45080.5148	3720.257
45080.5149	3720.541
45080.5150	3720.815
45080.5152	3721.071
45080.5153	3721.364
45080.5154	3721.639
45080.5155	3721.913
45080.5156	3722.188
45080.5157	3722.480
45080.5159	3722.755
45080.5160	3723.020
45080.5161	3723.304
45080.5162	3723.578
45080.5163	3723.853
45080.5164	3724.127
45080.5166	3724.402
45080.5167	3724.676
45080.5168	3724.804
45080.5169	3724.804
45080.5170	3724.841
45080.5171	3725.115
45080.5172	3725.390
45080.5174	3725.664
45080.5175	3725.939
45080.5176	3726.067
45080.5177	3726.067
45080.5178	3726.067
45080.5179	3725.865
45080.5181	3725.262
45080.5182	3724.713
45080.5183	3724.072
45080.5184	3724.365
45080.5185	3725.161
45080.5186	3725.930
45080.5188	3725.939
45080.5189	3725.939
45080.5190	3725.975
45080.5191	3726.030
45080.5192	3726.030
45080.5193	3726.030
45080.5194	3726.030
45080.5196	3726.030
45080.5197	3726.030
45080.5198	3726.030
45080.5199	3726.030
45080.5200	3726.030
45080.5201	3726.030
45080.5203	3726.030
45080.5204	3726.130
45080.5205	3726.130
45080.5206	3726.130
45080.5207	3726.130
45080.5208	3726.130
45080.5210	3726.130
45080.5211	3726.130
45080.5212	3726.130
45080.5213	3726.130
45080.5214	3726.130
45080.5215	3726.130
45080.5216	3726.130
45080.5218	3726.130
45080.5219	3726.094
45080.5220	3726.039
45080.5221	3726.039
45080.5222	3726.039
45080.5223	3726.039
45080.5225	3726.039
45080.5226	3726.039
45080.5227	3726.039
45080.5228	3726.039
45080.5229	3726.039
45080.5230	3726.039
45080.5231	3726.039
45080.5233	3726.039
45080.5234	3726.039
45080.5235	3726.039
45080.5236	3726.039
45080.5237	3726.075
45080.5238	3726.350
45080.5240	3726.643
45080.5241	3726.899
45080.5242	3727.173
45080.5243	3727.457
45080.5244	3727.731
45080.5245	3728.015
45080.5247	3728.289
45080.5248	3728.564
45080.5249	3728.838
45080.5250	3729.113
45080.5251	3729.387
45080.5252	3729.671
45080.5253	3729.945
45080.5255	3730.229
45080.5256	3730.503
45080.5257	3730.760
45080.5258	3731.052
45080.5259	3731.327
45080.5260	3731.601
45080.5262	3731.876
45080.5263	3732.150
45080.5264	3732.425
45080.5265	3732.699
45080.5266	3732.992
45080.5267	3733.267
45080.5269	3733.541
45080.5270	3733.815
45080.5271	3734.090
45080.5272	3734.364
45080.5273	3734.639
45080.5274	3734.922
45080.5275	3735.206
45080.5277	3735.481
45080.5278	3735.755
45080.5279	3736.030
45080.5280	3736.304
45080.5281	3736.578
45080.5282	3736.853
45080.5284	3737.127
45080.5285	3737.402
45080.5286	3737.676
45080.5287	3737.951
45080.5288	3738.234
45080.5289	3738.518
45080.5291	3738.793
45080.5292	3739.067
45080.5293	3739.342
45080.5294	3739.616
45080.5295	3739.890
45080.5296	3740.165
45080.5297	3740.439
45080.5299	3740.732
45080.5300	3740.988
45080.5301	3741.272
45080.5302	3741.556
45080.5303	3741.830
45080.5304	3742.105
45080.5306	3742.379
45080.5307	3742.654
45080.5308	3742.928
45080.5309	3743.202
45080.5310	3743.486
45080.5311	3743.770
45080.5312	3744.044
45080.5314	3744.319
45080.5315	3744.593
45080.5316	3744.868
